boletin,sequence,commission,topic_proxy,is_origin_proxy,is_transversal,source_type,first_seen_date,etapa,evidence_event,source_url
18131-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18794&prmBOLETIN=18131-06
18132-04,1,Educación,Educación,1,0,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18795&prmBOLETIN=18132-04
18133-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18797&prmBOLETIN=18133-07
18135-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18798&prmBOLETIN=18135-06
18136-11,1,Salud,Salud,1,0,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18799&prmBOLETIN=18136-11
18138-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18803&prmBOLETIN=18138-07
18140-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18804&prmBOLETIN=18140-07
18141-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18805&prmBOLETIN=18141-07
18143-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-17,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18806&prmBOLETIN=18143-07
18151-24,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,0,1,evento_tramitacion,2026-04-07,Primer trámite constitucional / C. Diputados,"Oficio N° 21136. Comunica a la Comisión de Cultura, Artes y Comunicaciones el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Constitución, Legislación, Justicia y Reglamento, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18816&prmBOLETIN=18151-24
18151-24,2,"Cultura, Artes y Comunicaciones",Cultura y comunicaciones,1,0,evento_tramitacion,2026-04-07,Primer trámite constitucional / C. Diputados,"Oficio N° 21136. Comunica a la Comisión de Cultura, Artes y Comunicaciones el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Constitución, Legislación, Justicia y Reglamento, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18816&prmBOLETIN=18151-24
18134-11,1,Salud,Salud,1,0,sufijo_boletin,2026-03-18,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18796&prmBOLETIN=18134-11
18137-05,1,Hacienda,Economía y hacienda,1,1,sufijo_boletin,2026-03-24,destinación inicial,Código de destinación del boletín: 05,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18800&prmBOLETIN=18137-05
18139-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-24,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18801&prmBOLETIN=18139-07
18142-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-03-24,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18802&prmBOLETIN=18142-35
18144-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-25,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18807&prmBOLETIN=18144-07
18145-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-25,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18808&prmBOLETIN=18145-07
18146-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-25,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18809&prmBOLETIN=18146-07
18147-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-25,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18810&prmBOLETIN=18147-07
18148-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-25,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18811&prmBOLETIN=18148-07
18149-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-27,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18812&prmBOLETIN=18149-07
18150-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-03-27,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18815&prmBOLETIN=18150-07
18157-33,1,Recursos Hídricos y Desertificación,Agua y recursos hídricos,1,0,sufijo_boletin,2026-04-06,destinación inicial,Código de destinación del boletín: 33,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18822&prmBOLETIN=18157-33
18158-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-06,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18823&prmBOLETIN=18158-13
18152-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,evento_tramitacion,2026-04-07,Primer trámite constitucional / C. Diputados,"Oficio N° 21141. Comunica a la Comisión de Constitución, Legislación, Justicia y Reglamento que la Sala acordó remitir el proyecto de ley a la Comisión de Seguridad Ciudadana, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18817&prmBOLETIN=18152-07
18152-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-04-07,Primer trámite constitucional / C. Diputados,"Oficio N° 21141. Comunica a la Comisión de Constitución, Legislación, Justicia y Reglamento que la Sala acordó remitir el proyecto de ley a la Comisión de Seguridad Ciudadana, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18817&prmBOLETIN=18152-07
18153-24,1,"Cultura, Artes y Comunicaciones",Cultura y comunicaciones,1,0,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 24,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18818&prmBOLETIN=18153-24
18154-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18819&prmBOLETIN=18154-25
18155-25,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,0,1,evento_tramitacion,2026-04-07,Primer trámite constitucional / C. Diputados,"Oficio N° 21140. Remite a la Comisión de Constitución, Legislación, Justicia y Reglamento el proyecto de ley,correspondiente al boletín N° 18.155-25, inicialmente asignado a la Comisión de Seguridad Ciudadana.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18813&prmBOLETIN=18155-25
18155-25,2,Seguridad Ciudadana,Seguridad,1,0,evento_tramitacion,2026-04-07,Primer trámite constitucional / C. Diputados,"Oficio N° 21140. Remite a la Comisión de Constitución, Legislación, Justicia y Reglamento el proyecto de ley,correspondiente al boletín N° 18.155-25, inicialmente asignado a la Comisión de Seguridad Ciudadana.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18813&prmBOLETIN=18155-25
18156-04,1,Educación,Educación,1,0,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18814&prmBOLETIN=18156-04
18159-11,1,Salud,Salud,1,0,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18820&prmBOLETIN=18159-11
18160-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18824&prmBOLETIN=18160-07
18161-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18825&prmBOLETIN=18161-07
18213-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-07,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18878&prmBOLETIN=18213-07
18162-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18821&prmBOLETIN=18162-07
18163-14,1,"Vivienda, Desarrollo Urbano",Vivienda y territorio,1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 14,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18828&prmBOLETIN=18163-14
18164-17,1,Derechos Humanos y Pueblos Originarios,Derechos humanos,1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 17,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18826&prmBOLETIN=18164-17
18165-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18827&prmBOLETIN=18165-07
18166-24,1,"Cultura, Artes y Comunicaciones",Cultura y comunicaciones,1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 24,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18829&prmBOLETIN=18166-24
18167-11,1,Salud,Salud,1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18830&prmBOLETIN=18167-11
18168-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18831&prmBOLETIN=18168-03
18172-21,1,"Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 21,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18836&prmBOLETIN=18172-21
18173-21,1,"Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,1,0,sufijo_boletin,2026-04-08,destinación inicial,Código de destinación del boletín: 21,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18835&prmBOLETIN=18173-21
18169-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-09,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18832&prmBOLETIN=18169-07
18170-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-09,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18833&prmBOLETIN=18170-13
18171-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-09,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18834&prmBOLETIN=18171-13
18175-02,1,Defensa Nacional,Defensa,1,0,sufijo_boletin,2026-04-10,destinación inicial,Código de destinación del boletín: 02,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18840&prmBOLETIN=18175-02
18174-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-13,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18839&prmBOLETIN=18174-07
18176-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18837&prmBOLETIN=18176-35
18177-01,1,"Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,1,0,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 01,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18841&prmBOLETIN=18177-01
18179-18,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 18,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18842&prmBOLETIN=18179-18
18180-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18843&prmBOLETIN=18180-13
18181-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18844&prmBOLETIN=18181-13
18182-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18845&prmBOLETIN=18182-07
18183-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18846&prmBOLETIN=18183-07
18184-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18847&prmBOLETIN=18184-07
18185-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18848&prmBOLETIN=18185-07
18186-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18849&prmBOLETIN=18186-07
18187-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18850&prmBOLETIN=18187-07
18188-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-14,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18851&prmBOLETIN=18188-07
18178-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18189-14,1,"Vivienda, Desarrollo Urbano",Vivienda y territorio,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 14,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18859&prmBOLETIN=18189-14
18190-11,1,Salud,Salud,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18858&prmBOLETIN=18190-11
18191-37,1,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 37,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18852&prmBOLETIN=18191-37
18192-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18853&prmBOLETIN=18192-25
18193-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18854&prmBOLETIN=18193-06
18194-08,1,Minería y Energía,Minería y energía,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 08,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18855&prmBOLETIN=18194-08
18195-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18856&prmBOLETIN=18195-07
18196-04,1,Educación,Educación,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18860&prmBOLETIN=18196-04
18197-04,1,Educación,Educación,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18857&prmBOLETIN=18197-04
18197-04,2,Hacienda,Economía y hacienda,0,1,evento_tramitacion,2026-04-20,Primer trámite constitucional / C. Diputados,Oficio N° 21.170. Comunica el acuerdo de la Cámara de Diputados que radica el proyecto en la Comisión de Hacienda.,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18857&prmBOLETIN=18197-04
18198-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18861&prmBOLETIN=18198-15
18198-15,2,"Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,0,0,evento_tramitacion,2026-04-20,Primer trámite constitucional / C. Diputados,"Oficio N° 21.171. Comunica que la Cámara de Diputados acordó remitir el proyecto a la Comisión de Pesca, Acuicultura e Intereses Marítimos.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18861&prmBOLETIN=18198-15
18205-29,1,Deportes y Recreación,Deportes,1,0,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 29,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18862&prmBOLETIN=18205-29
18214-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-15,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18877&prmBOLETIN=18214-07
18206-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-16,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18869&prmBOLETIN=18206-13
18243-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-16,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18906&prmBOLETIN=18243-13
18199-12,1,Medio Ambiente y Recursos Naturales,Medio ambiente,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 12,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18881&prmBOLETIN=18199-12
18200-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18868&prmBOLETIN=18200-06
18201-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18864&prmBOLETIN=18201-06
18202-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18867&prmBOLETIN=18202-06
18203-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18866&prmBOLETIN=18203-06
18204-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18865&prmBOLETIN=18204-06
18207-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18870&prmBOLETIN=18207-06
18208-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18863&prmBOLETIN=18208-25
18209-04,1,Educación,Educación,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18873&prmBOLETIN=18209-04
18221-11,1,Salud,Salud,1,0,sufijo_boletin,2026-04-20,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18884&prmBOLETIN=18221-11
18210-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-04-21,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18874&prmBOLETIN=18210-06
18212-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-21,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18876&prmBOLETIN=18212-07
18220-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-21,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18896&prmBOLETIN=18220-07
18211-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-04-22,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18875&prmBOLETIN=18211-25
18215-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-04-22,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18216-05,1,Hacienda,Economía y hacienda,1,1,evento_tramitacion,2026-06-02,Segundo trámite constitucional / Senado,Oficio N°H-10. Oficio consulta al señor Ministro de Hacienda,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18217-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-22,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18879&prmBOLETIN=18217-07
18218-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-04-22,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18880&prmBOLETIN=18218-25
18219-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-22,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18885&prmBOLETIN=18219-07
18222-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,evento_tramitacion,2026-05-04,Primer trámite constitucional / C. Diputados,"Oficio N° 21198. Comunica a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el acuerdo de la Sala, en orden a remitir a la Comisión de Mujeres y Equidad de Género, el proyecto de ley, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18888&prmBOLETIN=18222-06
